"","cond","coef"
"1","m1rho11",0.837047447307824
"2","m1rho12",-1.34259506400337
"3","m1rho13",-0.392228870851876
"4","m1rho14",-3.57717664301408
"5","m2rho11",0.553521566047918
"6","m2rho12",-1.12623196198345
"7","m2rho13",-0.552510763764986
"8","m2rho14",-3.3950201354806
