var,coef
linkdepth,0.302529692
c3,-0.479277156
c15,-0.01872068
c17,-0.910017219
linkdepth_s2,0.200100904
c3_s2,-0.379588609
c15_s2,0.159812476
c17_s2,-1.046440824
linkdepth_s3,0.171104138
c3_s3,-0.729938591
c15_s3,-0.525601272
c17_s3,-1.019098232
