No,U_m2
1059,44b46dacda24ec98defba3469dbd8f53
3847,ff32a961362499001273e489e79ded92
1119,4803803675be789a1d0340caad592e5b
440,1d3d1e94d1e44d54ab50de71540d1d53
464,1f0d57798456ba0691ca09dc497bc23c
3095,cd76b2a04d58412b36f9ff4a00df40b9
1030,426e979ce80ee0f3d52c0b10e4d724aa
3642,efe95a9806029849bdbcfc9f7d1c73e9
2904,c0b0a6e1111cbdab707c2929353b6663
72,04db1b3e31167d5c7405b6254f8de839
246,0fa860964434fa63f76a6e07a2d6792f
1801,76d0b6b31764ab4b98eeb207205cb643
88,05915151032a07d63e3a57c2920c618e
80,05405dfec6c531269d645effb0860052
3578,ebbc5d793c7442751ccc3be0cf49d1b7
152,09a1a01b7c6889d288d17a368eb49976
1356,58556321143127b2ff389b046ad634ae
2183,9000128630f1c80fe14fc3987a168569
1611,6994ea7eaaebfeb851516197e84627b1
1408,5c0d11fedf1337ab700c1632cec35afb
2621,ac25aca77c802e2c2c2dd5d1e94ef395
3828,fe4f9b1b03d0ece23f89ee46ac1fcb7d
2320,98e218bb75fbe2dad4721b5a8d68fadc
822,365308278ad93e4404ef0e302fe1781c
1063,44d4df61338c600f6ac6866eb5f57e63
428,1ca9900bd42d2dd8c0cde0f966b1d346
121,07b3de72fd6fe8eefcadb469185ffbbc
3249,d7ce7270f00f39490318542b2dd7d296
814,35ca03944e9327c8ee70719634c7183e
3641,efe94fa5078234fc3c22d94146d2c889
3346,de5ab24da357f70f1fed56d9dd75fc98
98,0656bec595d97a8843b340f36dd2e4bc
2914,c1740b8c60fa6cb493eb29ad63890f6b
1461,5f7d99b763e5c8f813a168393f46f798
3622,eed586d00c9a98a240da5a3ebaa2797a
2723,b3755f69c7b8873b94c53af00edf5d7b
1215,4f2c06ace57578c060d52445fe7fff1e
1733,72877df6433decdb44aebedf1c2fb27e
3215,d51023549bb7d57eee7ac34ad0265090
3511,e75d9685e78434a43229fc0c099ea58c
2061,883de8521971a086017ae7393186f1c6
3005,c756bbca83b1ede88271a25563f60190
2594,aa61110ad3baed6cf8261b86784ac51c
3634,ef8fe4eb36a0376672657a537280138e
393,1920d96623ae12ed3008008f4e86ca3e
3363,df4bbcd94b48f99eda311f3de53a3d97
2471,a2040ec0ceeae043ab19d5380c16676e
3332,dd687162a2876067c51ccacb7a448f84
2562,a8b66f255f4fe30233b591abfb6d7ce7
2532,a6a064883e020b5bed04098673161c5b
422,1c1739b5799cec043ac115a26e09376a
1109,47731f805050e2d7563c1fae81bbbd25
2311,989664d215666db5d0dd5232859b6212
3327,dcfb6fb73b1ae0299b183ad5f5342548
2572,a91159d9312bf49a2ea5f6a4c23fd9dd
3013,c7ae9cbcb979847a22fbbef1723da8d6
42,031cecc9a9c11fc416566bca63e09349
3812,fcecf41fda9b8b760351731610c80e0e
1342,575afd02a3ae8931977aa5edd10b3618
1879,7b6b330ebefac7b62cefcfa52c1a4fc0
2884,bea949c6cf5d4dd4ae65acb0e8a94ea4
3153,d161a3ec648669112cbd1b3cee42e117
476,1f66d449ed76e7ee751df3c84af2d5f8
308,13f0d8aa04a0847f351f78087ab404c9
132,08504fa3b4dbff1e7650607505262f1a
128,0803db8c43bb5ad5c3f7f715ef0b4f91
1318,55bab884c22261e24a721979229ad26a
2501,a45228ff1c1f885d9194492badfdbc2a
3393,e129ad0aa28b4e726167f418f0e9159c
1328,56b1677b03fed852e42e64da0cf6ae40
2695,b10a77ed0dd1f9f44ca0c46f5c0c4b5f
3820,fdb09d3723b7910e823bcf6a5d3ce94c
3371,dfdc98931907eb71701273014d559729
457,1eb5a094d8289279d8913068fc046fd5
3311,db84987b5e5c4fd12a51ece1d743401d
2817,bafc54ae3c1bad953f7fc3b2fdaf520e
1635,6bb4fd06420b8946d964f490b36efa16
53,0399ea70857125e6aa9f1264e0e081d0
273,1111e0fec72fd4d9b38ee76498a329ac
1571,668ccb3905e6be5b1db0abd76eb8e74e
1431,5d6a72f72ffbdb50dd43d47bb791633a
654,2b91ea301e3f1d6739c33f24cf5f9849
1572,66965a67c22976f628538a54df7ccdaa
2568,a8f8331aff83dc7bc589370aff4f80dc
2666,af9e0a463853c238e984ae2c1faa5387
1897,7d036fe14d1e848f6777a3133f345a6d
292,1286db57bc6b5d7dfff88ec9323e0f04
2488,a35960a8744a62ff0d099c3b47d3804b
1957,815b6f5744200b112ef3f320c9a04034
3138,d07da7fc16bfb6678704165e7c246fd3
642,2ae58a947a33fe6213dc3584feb3d7a5
144,09287c6bdf12f4e616a497048d8f1844
3843,fee21d536e682ef702c92427d03f6884
3301,db088654c78318b22d565cf4740c69ef
1565,65eca49b351e0437337d562b1d4706ce
987,3f6047d525da4f780c6538e9a635fc7c
3661,f0c64e676b01345172c9ad82393e6339
527,230cbd56d623c9e8294db6f0b29ac6d6
3323,dcafbb1fdb489ecc6e875f190acb0229
2453,a0a3a92b22b9b72c457353e4cbb967c5
2549,a7d81aeb15bd5dab9270e242121ee434
2349,9a6960cfeeb1d3981cba78aae79675dc
3190,d3f7a8419a8d873c8c4b2781c63f8276
3196,d45e26502fc8b4b5e10944229f84499a
3012,c7a70e852ebd0cb8c7856f9ec408f457
1766,74801560544787292a120705bc87e7f2
2166,8f5932c7353dd85fa306869b3ff902b0
1866,7a4d827eb9f34be3afd20d8de32c1525
1689,6f27e021721df26f3c810280daa61477
1759,743075e88abaf4b8aaa273ff93851e9f
845,37e639a660339379ce24ddc1fcab7902
2322,98eb525cf3e06e9c9729be2184fb17e7
3084,cd27aafa4a6fcb47cbb2ace197cda6c3
3594,ed289e0399d76bad51217c0e55a74941
856,388ba07db6f038c98d95cd065d6a305f
985,3f30ebe8387ec6461b144248d3216627
1470,5ff3a0d0de3ea3a70940fe11f1ea58ee
2836,bc43e91a1c4e6dc54e93186e78c38830
1255,51d3d730b604813e9ed2820cd277d863
1640,6c136f4b64893c1e5b3f840fbc472492
1538,6417b5cee5fe14155f68766c9a3e0e52
1831,784343270858fd9cb6964d0be5496a3b
750,3180d6064c6e91d22cf8c7583719534d
1406,5bb58798eaf897329602597066e71ece
763,320866f91357e0895fcd7c8a819d38d7
3726,f6b4650fdfb184270b5999ef8037491c
471,1f5aa192ad1ffc085f849492df9fdabc
3131,d0122ee072d3371bf16fb32e3d217d92
3547,e966ca3582dba1c0158a484cc6cf2b7e
2444,a03c2790db45731cf989476ff3ccda84
1402,5b7afd29f89029a072f3de468aec2ea1
1498,620e2ac8fb6275f2ebe483c23a7e3a86
672,2cc8541769db387dbe1ff5ff6cdc83f7
1762,744d88805bbd200a10d93171864c2aa5
2393,9d647c0267ce4b66f530bbc7640684ce
3433,e32daf7ec1d3cd374753a24bb3930d25
2907,c0eed40155918112a7c4e7656f478427
60,04075544154f61750c70776f2188a859
2978,c54fdbceba3d823ae46738863b6cf085
2380,9c7e947ba4591db527899123e57e498e
1155,4af90d6ed698c43f64e6ebb9ba7e09b7
2194,90cd596e9a8756be6f3ba20b2ce43383
1745,734865c072e69f0d9cc1f7fa5f83af3b
2221,92d02c2e56e85ac5e25c6e0ed7ed0888
2624,ac7e980bd6ee27e21280cecb89690cff
1066,44e08fd8c593193d1d34700307dcb936
1237,5088c56021e62c07658e40da1b411ba3
662,2c0215558006f8d9e30e35aeeb274f67
836,3765b1ee80c5fbe8b6ccfb56d01b4d09
3755,f9267c155592c7244ae58e9c986ea3df
2595,aa6a688142a66e8e99e41e20d8e14e3e
946,3d3893e4d605349553c5e11e4f14c37c
1423,5cfa5ced6b042cdc48ac4f43a15ae4ba
528,231cce69b56a37c84b5a4ac19f92c8fe
1459,5f25d697def85d8c3bc65bcce2b1474c
3647,f04c5ab4f0987fe34a4cc97e438bc51d
2072,88ccf20ab2c8da7693cfdea3dc26e161
3370,dfb6e1cea694ffe2a2451423d08fabf8
3032,c8a704082efcf6551d582c70f623c263
221,0dca87c3846691784f09f1cb7a40675a
2133,8cda1e0f395c9c440a61263c5061f595
1665,6d8b3cf56133a35ace9bf198c9690804
203,0c88e1191adee64e7fafabc0a6ced7ba
555,249ac5013856137af13996de47affe1f
184,0b8b4176658d197788bdb398a11320c4
1203,4e24b3ca2c91ce6195361f9abae9b510
3197,d45fec761b84c2bad1d50094c8396885
1954,812e1579b9beba1041eea8385f72fa75
2590,aa45ea202e7097a993c721eec879eebe
99,0676718f195e33e2c4d8bf84fe4d9c2f
517,226eb9eda9cee7087b78b3ed57d00bd6
1142,49d3f957db0e6cf7dc2dcd8b2e3dce02
3281,d976b1934d9ac3ad77ea15bc1841bb93
1173,4c1625697b631bbb4ad12517fa99b8b0
2023,862c04d7de4c15ccfa2a735c6aa8dd84
2503,a482db7c7e158aae93f32149eb25b803
2113,8b18d3f7b97ae3487bd03d3e2a539a44
1543,64abe4415eff0c02d9f640d28d70cd29
2365,9bb33caef0d80f7e6814b7b3c40d22a7
3471,e5598715fb3aa3d990e7dd92d4bdec0a
403,1a161feb53a6bfd061fd8a98dc00e659
762,31f9c9aa3fa96ee43bdd6f83ebd4e2c3
774,32c9dd1c221ca8b951e43e8a753f8b20
2179,8fe9cbb833f16941099e505e37bb8a72
3027,c8527a778d34f3d0c319245a7454220c
3548,e96d64fc807138be48befbec872d485e
629,29f4d1f8ee38125a0bdc3f0c8346cc9b
2749,b5ccd86d9594a87de173a481e7ebd870
3557,ea67d5fa535086c4bf019deca629121e
3517,e7cce36e77459ba717a2241d426315d2
1996,8482965c55fb98c5b861b3ade8c89a09
3630,ef5e82c724002f57620e568665325341
214,0d3dd33efefebf526f6509826657ad47
444,1dab49167a5380d0af6335e3e489dff6
253,100b2db1747beb7c4ee616e710c0a94a
209,0cdb114d15e55ebbe26c2c21cd20e875
1541,643287ce2aba44ab97fe0b1db568459d
331,14deac79d48b8a563bfb0481ec7cf359
2157,8eecd5d407b013861c496e42f486cbbf
3257,d86f79d84327f2b36d5b065ad9cf15e8
722,2f926e660efd9f826f0339f522cab4e1
1971,82287222bedfbd239d45d035a5507086
1121,48450f4eff68e046f930fe74ae082a12
837,37830ba9f984a4b2b0dbf020cde2cd23
605,28283829342ad7df27820c4cafa69b81
507,21d52def5bbb836c3fb675f4fc17badd
3195,d4221cc8daa53e47fb0f1f0ef3658f93
3364,df500090dfc64ad293e4665ad7ac9e85
583,26d5ca0aaaa242ca5a06239a3c0274ad
809,359149b068600ff14e582b39bbc12668
2803,b9ba63b110de677c85181b3619481f4f
103,068f3582212d55d5780de49c461ba2d6
1291,53fdf956ccd36bf828adcc62e307f7b9
1849,7989796cef127d481ba838d05b54edb6
2911,c1672efe503ad628ef89c89c6fa7b924
262,108dd0e360d1a0842c7f93c7778496e4
358,165eb9683139ea14744c25d6bf8d4599
3087,cd3c257a58535b87105e506d6c0ec486
2013,8578d9a5d5155aecea1d42097cf21e8f
3228,d644d5b4f6d2f816d2d1031ea547eee6
3170,d2bc35958c41d67905fb8cd178bd9b16
3043,c922fa5cc4702b6d51217137fa6a0341
2679,b028ab9f3946f761c422b5a2ee2d2338
3765,f9b40bc44bca15db531203e991fa0333
1637,6bd6f0a65ee0ffa2632418d4574c2447
690,2ddcfabffc397a02b4219fdef420fc6a
1928,7f3dd2a1cd5a68b944f68c5eb6daa236
947,3d4366cb7938ec7e0e1fb0f63f9fe7f1
2863,bdd4a6679a0a9f2ec0f5895a0156c2b1
3444,e3c4a31a007bcbdd0b69a8450f3ed59b
3691,f308310bec73b6af3c7fab5cbe123e7b
1876,7ad4fed7c547dc81bf22d13def022b1e
1201,4e0f068b74343ee86856780d46d6efa7
1803,77015159eee862be14c6620da2e6dc65
1261,52362ed87f7000abf516735cd43fdb1b
2204,9188d7facda239d0fa8f36768442916e
3292,da6c7760b72302ff6bb5a5a7926def7e
55,03b8b2b81c3e22fade609137bba4911f
1528,63c7d354aee0e0433b5a86650c61a285
3543,e8f679eeb66cfdb0e5dfb1f4a6fa6399
3623,eee439b8691ca75c71640355c47816b6
1171,4be86eb97d2bbe9890064d979226ce80
2533,a6bc25dca8d83f9695538a23227b2a1f
1039,42c6eed8ed53925f98a4006733b61421
2067,886bef210264489b35803512917edf7c
3632,ef79206d4ddcf2b4badc23000509748e
2003,84ee903096fddcf4a02b9601c222b2b5
619,2931c685e7400474da0c9e8fac1efc2d
2512,a50fad7d37ebc50f33ae9459913d2dd6
2686,b07a628dbe6ecb6830df10249aa8f4ba
719,2f77be55ccb697938c89b2367aeca344
508,21d7dad4c31124e0467fb1b29e21c49f
1090,46b75f8bccde6c039b75cf2602730633
943,3d28205dee584fa72018cca1ab2da7bf
3185,d39f69d235fde9a9b88b89d57a015012
2991,c663357ec1c00a8226d479f11833bff8
986,3f36c22228180ef5c97a3355561301a6
29,02597013e1c85c3afd44fe2d54a6893c
2203,91869d8cef53e29dc15beec92e5f05bd
3287,d9d3231d520389edb9e3d7aa490fa03b
920,3be203d6e5a9692ab5df703df8ca769c
101,06842eccb33d0d5af107d0e75bdb228a
1842,7912233374eed864064b1c8ef34a84e5
852,38633e6f6a3d2e18ad9c30acceab4636
1584,67bebb2eab9073553e968a74a282a11b
1724,720d5a964074c21042176029851cbb70
2408,9eb347f46fc4e5db574921aaa993c2a0
3684,f2955ce6ef31764866cda14cb26073dc
441,1d66aba134531ab1fb7070747181a539
2987,c5dde2ce8a899bf8f50b3ab99306c060
921,3bf32de8899bd6948b87acc161ac3752
3189,d3cb6e9167b0aa8fb43af86cdf5bb0e6
680,2d34acee961ada1062144d81e6f0d794
1181,4cc29754e71e9b16a1f350351e0f8836
1846,79745a565807a6ebf4522ee209d84dd5
1351,57fd63ea83a164cbab12de9d2dbe0dde
3047,c9a01423d38e0c8f3eed76d0350a6e81
2641,ad8660423de96f50d0f5fe836c049d2b
1154,4af3259c2b869dc76c03bb939b620e2d
526,2309c7d5385763c4a112e944a1cd4388
442,1d7e188c6f46fffe52437da4ed73e77c
2717,b2df2a3bc879fbe2f53ed6fd6337d86a
2298,97731dcc2042d36fe51030a8a27500bf
3442,e3abafb6bdebf3142800ab348f9c9114
2557,a87987ae23630212d08fa43ec02dc15c
3650,f0709c559c8519ed04a32bd45e81e56f
2875,be70b1b8f874da13b84fd309d93092ba
529,232f67469eb2fed0a849c7b53e04a539
939,3cf2be7df1bcb63fdd211f5a57a632ad
3357,df22e8fa2f052c389f3aa5fefaa534e3
2328,9946e67bad9ad81cca88df4bd8ff7f5a
649,2b472c0bcb838792e6bd2de677ed0814
2661,aeebadf3fb09522fd35cacf39ceae05a
41,03124ce5a6e2bfd8b7b020043fa6a49c
3416,e2578f9d4be3ef795068dfc169761bd4
3141,d0ac02f24c31d4af290eb672d6fae396
772,32b6033b513855b175eb3271bbcc5074
882,3a2681d153cd9cfed78cb0cc05d85a84
7,005817f174740984bbd4f4d76781e1dc
1800,76a4622fdce39791f328b8fd169d987a
46,0336f0ff196abed67f1366d666d28188
2360,9b26bde02d40a8f187c676317f1d14de
3102,cdd0509b13cda85efb49b96d69286eb2
1589,681340935a7427d53e02d420cb7857ab
3805,fc5d0d2349d99490270621f247636e9f
2564,a8ccc48e124248be0f101c6c211ab164
743,310068a19d61b311212dcc28245cf72d
1340,574d94cc9411a8fdb128a75de2282c1e
720,2f7ad3dcfff04a0a72c21bed99453faf
3333,dd6ac6b1f8ab48c67ca2315a520504b8
2425,9f34ca18e86725772cd219f0e8735743
1769,74b147bd4765cd0bf52fc54ec3eb92ba
1241,50ba958e9e16982bc8c6efab5b6bcc58
2960,c4373e8f8ad8bd55fa29de0c66a5f868
2692,b0df9bfd0c2803fd762cd751dd05b71d
1166,4bc582244a151a66045315356aa441cb
2596,aa727ce64694d91069ada17e6bd620df
2271,96025045c7c8a4edc6c0891d5e70837a
2770,b78f951727828dfd651aced299762182
624,29b50068422d8341bf3e660293ee4911
1746,737b297e142d4f7aa24075eede4b8c73
1859,7a10fe2a89ea7c2b9da9cd6ac5b69593
492,20c2c9bdc5c94cfe299392b56dfeaf69
3314,dc22f226a0c48c941892cc271486b66e
100,067e221090493a0286b27a40bf235c6e
3008,c77579e21ca367313355d9bb8be9399a
1251,51741d6019ef49faf199bb52f59e002f
163,0a3e6acce8f1bd56f8eb447332772291
2477,a270d995706757601d389216dfd5e47c
600,27eb0a92bc0a820465d43535dfe26dbe
2822,bb5568c41d392b33908d415233d0d523
707,2eddccbc94c01c6d5b18b1c8581d5338
1144,49f677767404fa68363216911cb88d99
3109,ce5fb5127c16c4a4c252cbeff8a88dc4
953,3d7fc1e5ce05e38256322a224430400a
2350,9a8f1c2f1786f97a55379267b5704f81
3626,eefaa32849f44c4398b0986bfafc2f9f
3827,fe4994b632e5f14203d00b7ec9cd3062
3643,f00cbff96bad52378729ed4a4eb37c60
1662,6d412d0234d19bc7183bb31b05ad9038
3588,ec98fb17f66ef1553973dd1ec5f896a4
1445,5e5609ce197d364653fa927d7b901314
3690,f2fd8a703566e825b44c3014a63f3f42
1200,4dc639b78b585d95525d4215287ad8a7
1188,4d560327dd60dce0b94d1c23cd4ace9b
3633,ef850cc4a5d0a40cba7daf83b592e4d1
2060,882576caab812528ab8f7163840623f2
2083,898c7f9dc824c5b6048cc8997a96db47
2935,c29b5333885fe47e7710fa2656d10932
1991,84565e4b8113dfd9f96c442ef602e150
3583,ebf4f8f40bf1bdee8a72960b3cd86d04
6,0047fddd2a51a3582eab00ec6a3a1fc1
2975,c5456205828a90eb2ada29332af59fc8
1151,4a9632ffd1b06f25af405b5e44d3989f
3201,d484be9725e41be98d0de49fa0922e26
1006,4117f5cd37c77766ed1faf36b39eb97f
1178,4c91f9dfc7c141461967714758c5a50b
1885,7bf0065f7fdfd107aa9d66362d3fcbf6
174,0afed7e5bb9658c8a4d465716badec5d
655,2b92abbbc9d9aee8df73535ba6cbae84
25,01ce14a1a630acdccc676c79e34dd65e
1401,5b7869c37cee5c8d4fe3c1a47d464003
3723,f641b1b8776d03ce939437b238140719
1182,4cefa705e6f88e3948dcedf18b188f63
1960,8187c38b1c4dfc6094d6b172770c8729
840,37b95e05ebed81c43450b0219fc1afc0
265,10b40d9b65a9d2056a344a70a18bdaa6
2866,bdf2691a9bf9cc69aa84c0837243d169
2671,afd21d0258461dad82b9df142d8dc0f0
2403,9e2b2afbb02f4e0999c96797218c49df
1207,4e956e3c200f10bc12601c2677c47cc2
271,10d597256bc552923211ca04f0bc6905
3714,f4ff3931e74ade6b118622f58cac9272
3143,d0d65040ad4d89dae2f6ae899baf7047
2236,93b3d2e3d94e5b721af7ccf54d754c66
800,3538bb58fd69272503ecbfeae380349c
3770,fa36f6e0c3076423b62763689f64da7f
