No,U_m1
3303,d95ee9afa64137629927b3177c92307d
361,17f64b8dc882d01b0e512d4ffb57eace
2623,ad5ef9c12562e91b6699bc69c865d555
618,27381a8de1fc6c937be7592fdee6cc06
1714,71ab9ea5cdd65e5101bda055542b9f0b
1069,45fec55ac428fe69adeaa8eeeed3b61e
1037,444761ccfd45cd8a224b89b2469b37a6
921,3cc6d216b431d21968cb9f4bbae8336a
1273,531a1b9ab359f675295d258271cbc8e7
529,22120cc0170ac92f1259e64b2dbcb050
1726,725ec2f9cb50508f722ddcd3422d405c
3588,ea9e8696a3a39068b7cdb624ff12ef64
3903,fd7f0b01e1fdedf8189611a30760971f
3116,cdc3962d374f83661e435322b6fe527d
2696,b24138369255515dcbd9975051b8b52a
2045,869900c0a1e26320fbe859e6942848cc
1008,42795415c0ad97fef04702f967683440
2002,83ff3e28227737d584ff183b03dd73bc
1645,6dd9051a2d355396bb5ff109e07fc484
897,3a5d995767274ed9608ab265e74f20da
2146,8db1bb35b14bee89e45903cb6a36aa17
1708,7153464a152653f15547979d20681d0c
3682,f0714c855382087ad11c35515666c2fd
2271,954d92a4352274b34daac1c7a2c72a11
3618,ec6d4f62255d04e39c8e44e8d9c9059d
401,1b0ab42a543425ca3a36a44954a96eb2
147,0a465e495faab16d047df38f452311c1
2304,97de2ac18cd0e9cec1eed32d110afe3c
645,29083b882e3a59d3073d9e52840b0e65
423,1c0e27872df4f5920934f807fee0fd52
2610,acb6c909aafd8192bf6bf99ef51d333c
3366,dbf7216d0989b071a976f83fe9c1f3cb
484,2003d6bbd833b4de81dd42d347bdc676
1312,55b4ee57bdecadcbf2552316204b76af
3000,c71ea0138f424f230d1cd45b89f44f14
371,18c192714a97330e0f6e76d6f0c71951
1451,5ee2623328c79feac7cfe90c2eced3a7
2046,869a9d74479c5d8bf100c2d548854937
2798,b84ea616c29cfd02e3f13cca651765b6
2314,98486511fd935e00b70d7102a31f388f
3775,f6963217c2ac7e1b8b07df8d1fe8f919
1694,70a959a0b85ed8f1bbc2e8cbb77d4192
2292,971181ef4ec746f33ee31b81fd6da47d
3252,d605f57f67895b804184b94c633f0eb8
3828,f932d69a19972fe7c59d60dcdddff0f0
1804,7793ecb8e22e5bfa505b72b88d1a8452
313,14ba2a432ea3e7410a651020422351a4
250,1169bc6237806150f3388b6e161246f7
2748,b4e5c4054e8afbc55a83708c1c5ba7b7
3545,e7edd3af2ec161f7a7706e41f41dc7bb
956,3ef5596567906ed23a8b49a758183e11
3470,e3065647db68b9dfa33e8c17233da6b5
3918,fe51898bfa33b04bd64a70ee65dd8369
3879,fc1188d3d613fc3aa5597b93a6f3b7a9
328,15ae815a220b6b18cb208bd04bdd8fc4
11,00f5cee34e4e9f176bbd8cb1ace2fda2
896,3a3c74a6b95410a927f3b839d9892803
3464,e2ce017daf7bffab7c7dbbb88150ef1b
1027,438345852aba13c7c5c32bf75b297417
1974,825f81ca22851e22c0985701d51982ce
1689,7067926c5ab6a4dca8f8ce932b97d1e2
345,173367c59d2830bc7bba71542c30d409
1492,6215000d0f4c30d76237bd829b42cdb4
3383,dd0ef0d7030804089009ac49d04f0b7f
438,1d0337d9ecaa7844e1d8c22ff81e71a9
2577,aa52d06fc90b2f6baa90662976601d13
2847,bc015b1204dbb2ab695504f8fcd27c26
2936,c2f79e96443780b29bdb35013dda9971
1447,5e95b8fbe4e503a83d7588e55343c5b5
1133,4a1541ffc9a8ca9f7cae23dcc68feb7c
2838,bb8b075c22912486dca655ecd9cc9c0e
3500,e48bbe7dfd715dab7a4d974e8b8e55f1
1831,790d4782e9f3e9056d3c119c01851461
412,1bb4b98a03566b4b881ae1ac3c39380d
1723,723070799c53b6adebdb674d09a6acca
2616,acf9033dadc638dfadc00d85eb9f5b4e
2240,93b25b3287fa99ba31d5645ab9376c57
159,0b1454457fa4c5468b75ac3e22125699
3492,e3ed78b19b7ae8fd27923e680e1f6518
3027,c8a11bbc85aff196be8be37275c4fd16
1943,808c641f47599d994d4d8945a058b3d5
35,02522dd50d1358ea0492a01a82ffb840
3201,d298dcea4856758b74656610a1bbd4a0
708,2d659962ec3bfd20dd6308e0c10957b2
2856,bd392498e50f48d0e45f8f164ffb0093
1064,45ccd1f6aa15fbff7bbca82e02f5fdb8
1700,70d98acc21069689475a0b82a78d7fbd
578,24823551e0ab6b8494c0e1193ae8bd1b
2965,c4f1e84f814fd619fb8722181c2894b8
3693,f16a570cbbc0694812964a1733662b73
3233,d500ee859f13b3b26c91471364fc1b49
1038,446148b1d4afea9b797759e9df494a50
2378,9c849f6b1f42af7b7648f77729c6933a
205,0df3468745236219486d709c2fbddc37
1686,7054ea52514391396ac1651733448e8c
1640,6d6d0eddd603e06a5abc6a62d456e52b
3913,fe2dce4567b4f2186b9537e603cfbe83
3719,f37a0d846a6ab9894a86f09c9c72616c
57,03c0bc6e8eb35d18e2f51bd6d7c131a7
1382,597a5309cae6269e8471655b27912c2e
591,255bda21772dd60b5053fce7bdf32f70
773,323dbba80f127eb2bb4ff1f2ba4d8292
3945,ffc41b6091d085e21a7793bf4a55327f
1673,6f2e06a43548f345a5eec5446b08bc0e
1609,6ad64acb3d5898af94b0bab0fb7d922e
928,3d2dd40228f60a3fa862082401d1128e
458,1eb426caa6a8228e203246108cd064ba
574,244788c77bde6456be9a9c48bc1e54f1
2181,90311f1cede520e3bc89c921ac48ffc2
2,00249fdebc11a8ff826c9af4c90f7291
2704,b2dfabb520955526711f902b0237691c
350,1742413ab2c4b015b2e3bf6c68343cce
365,1853d1439252ae07a629f1945e593fd1
3242,d56b98c7bf44eacdf024888fa1f30df3
2222,92bb6e83724244182dd47c42be0b866e
339,16c6c88310f4f56e9bc8c7a8e1838ec1
2590,ab6bd0ca57afb6f69353112261395935
3735,f43551e894f7544c786a22dddc7f0d7c
2599,abe4d1b7be93fd3443f12d5c8cb14a86
721,2e79dcb87f064026b73e14c1e561eae7
1175,4cc6ff7b80bbdd0f8e6dc737e08a4678
3610,ebfd0edb67a42064a0779d5659504d64
497,2087fa74c3947cafc8da189c5023e07c
3559,e8cb915dd9c6d2f4b738439cbf302d5d
2476,a33415b7132b613f71a3389c9776295e
1926,7fb27bbaae25c17123c47b0bb1797cc5
1473,6043f928f339a4fa36f5bd44cc364551
1028,43901daada941c61192e90883b3cdd17
2607,ac37a1cc5d6c3ffc3777c704605b754e
2633,ae31005187950068d7e62149fd9ff9ef
2202,9148d019903d76479d263c4d8ad2ee21
2276,959d3aa4a1b92b85162af2f76dcfebca
1300,54da99cedad7e52ac0838ded608579d6
2170,8fab74eca16989166a5eb36410f0caf0
3543,e7d9e9554cf448c4a136ee47276811eb
498,209c8831f28dd912035cc0a7cf72e7c0
2659,b00738712b5d159e6cfb8e8a8380356e
2219,929ad257d0c385da69cf44e48a1e7461
2018,84c19ac219c383fc5ebdd3b6e07cc050
430,1caa374b8d53ae2f97fd9296925610da
2417,9f463624904b0187a42fff26b94dff92
1515,63ff5d48f0b72fe33d85d612e464c408
2396,9dee45e613a2027f9f37f8dc1e4b868a
2060,87ae91cb032869868d415a185ab378c9
2153,8e29c006d5b226f8a3fbd26618c6ed4a
2056,870c64c8eba830c088053ba2ad327028
2343,9a10c6ca149b45779b35cca194328012
876,39049fa75aad7068bf2972fac3c5491e
3151,cf42064d53b251f47f35270931011d4d
3295,d8eacaf0d806563d3a5d75c22b103904
1212,4f06f6f95477847b59ae367ced48b081
1288,53da3b3600e7d39d5eed75e2e96ef47c
2624,ad98dadee3336733a66caf83a71e1cc2
1021,43462871218d0b5ace2a7084baf33c8e
792,3393e4a11a7c4b852844f17a393b8416
1821,788b3d760cd2db1c048321f9f2c4778e
245,10f3ffe4e6794b7beb7931909fbbc610
1141,4a76237c99d312ef38b8a3d2547aa29a
1344,5773ec8880f1ad55d2b9c40f8bb6c771
2903,bfd8b4c71e01a6f0c294d48aa1b1f590
2012,846a70b1b5bb9b84fda0f13a6b9da4eb
2558,a901842028809004e0a825f8b8ecf3fa
1755,73b7107aefbc20c4eba3d0adcbd9cecc
1536,65aa247952b488c2048d1b3305bb93d1
3917,fe45eb3eb625a5a493d03c9d30432f8d
1153,4b169436cb43dccd3a41f6261f4d9408
2411,9ef71355f4b61a73167376bf254eb868
2021,84ebe2245d41d0557328b33c0add65e7
2478,a368c852ec174e2cab6835161d3ad07b
284,133d735a191f756e31d64c661822279a
2134,8c8719672fecf6b87fe7e7b91bbe273b
2587,aaed34eaaa04b6914466b3ddc277e4e1
3316,d9e641d8cfc1f702c5d72c29c0d0d810
3413,df7e42fa8edfc69a6be11f971bd23594
14,0125cb3ad4b36050064543f056c1df64
2119,8bd527527bf289d80dac42077d100491
1442,5ddbfc40c75890f29b5f44358eead135
715,2db390c3953f3fb2e25ee77cc54204a3
491,204dcc8ffb22859f67786e3f08e35b6e
2199,9117eb92bc56381c3958dfd8d3ee7385
508,21315acb8c210ddd8e1731505a209e06
3162,d01dc1563ac22d0d23ed05166ffe5c1b
3620,ec88ebccd873e0f368c7bd820976ed0d
789,334b50f31b32f094689814d317b9a6ca
1976,8269c4da4bb9018a5b622d9b786d330e
1603,6a49d5bbb35940a90f46b9524e286574
249,1167d565055cbc52b15287ec7def6fd7
528,220b03cc77a352090a2f50f41a5b88cd
2967,c4fdb3ccbd6167427948138f17091c85
1444,5e22a94fe1a1fbf4daddb802b0fc8ec6
1524,64b6006255527daa7454e4fcea40adfb
962,3f7ba4dbbf02eeae51df27e9631e79ef
2780,b73ae257e35ac0420a80eecac61c44cc
3810,f836dd40fd0f628e541c58dc95d5f845
3002,c72e3a3597bdd6f19f5a1046c88f57d2
48,03258bf4bf9f49af85319686ab02dedd
1201,4e3c8a7a3034f7ed3192181c23008e1f
1223,4fd6034bdf112d8f8b95a7ca6cc2c63a
767,31db767992cd6cf7e99d620db0d8fc8c
406,1b643a14e12c697a889d6a5f423411b6
538,22ae970ff4e1f4faa4315385846cb30b
2680,b14ffc0c438e96a2a95556dd4db4ed32
565,23f181c29d360a1aeb29e4cead6f28a0
727,2ea339c18c20bf2d4fb6ab2d088453f7
3418,dfd751f96038fa8a63217140002386a3
1862,7b7773b4f37cea97d1478a248c7338b9
271,12785f98778c6de31e58ca810a8864a8
485,20180ff6e1af1c15133b851d58a5b74b
2372,9c50e0d79786420e466c371dcb849004
3653,ee98f40a2714cd9a06b395bfdb7ab278
417,1bddd795d2e13cf7b9c2d93f769fd0b1
2288,96aa243be32a39b3135f51e67dd5364d
2832,bac6eabdb0ed1260c41157fc0349c283
2420,9fa83ee8034e61f0f12217ad2ed44ed1
2255,949b5efe48a1ecfed57c687ab713b614
214,0e8728a3a18abab2eaaffa0c6ca9fa3a
3593,eaf1993593cf2ad97b30d0e04266d0ac
1739,73055bea17fa26656dcc399111179952
1910,7e6f80284d6af21edf869230ffa7e2a4
2109,8b3915c14986c656e301130cd3cb0ddb
1707,71511fb7eefccbdf9d033c1ed82a3478
1483,6133af9ea019126ae39595c2e2ec9782
1399,5acc28d65905c67033016224af649210
2745,b4be3e124ff267d7e1d1e593c69388d2
299,13c064ba037622cf71a8e2b87d22579f
88,062e99b79037ade0c3bacec2732b4fb1
2279,95f4a7e4a2dc71b21606d3d7dcc2b07a
2273,955440390cb4d369824c2a660e92e4b8
514,21a0a1eeba2fb480ed8731e52bf90b6a
3458,e268f7fb3a001d7d54bb49dbdffba337
1452,5ee3f8d2daa388c4ea0202d0bb59f2f8
820,356ed3565d499121adb7dad540ff32de
1386,59b13d05ca2bb241570080668d0de97b
3538,e76e5c5998a0999fa32e23e1162ae0d0
276,12e0b7bc257f0dfb6958474c582223fc
2438,a0a1c2957860449bf12fbb7a45f3f283
1230,505f27f92a897168d59fab591d94ee20
815,352182223e59a7bf1f900805bcf83e6a
905,3bf743ad9567f966f14eafab74c8d639
2580,aa6ee31dc1f1167de6b859fdd02a4f58
1590,6961e158dd5d122f470df8f8accba69d
755,30f39f70e7d22bb21781035bbd4612fa
3596,eb3972157603893a4e401c63c3741ddd
2569,a9f5333394e42541a12eb019ac2df6f2
1728,7273fe9012c8ed57744effa128a1f491
211,0e591d2a6697d02d1e7d2d289b553763
1458,5f4eb0945f33c4c5c36bacca536c482d
1844,79f549a081c53a7d162f08c62125b89a
504,20f708ef0709ffc32891a91824dd5390
420,1bfb633748957c06a2d2b99caff3f53f
1650,6e06b5c6a89ddb4e2ff21bb34f10e557
3043,c95ade8808690d019714011f76da5e3c
3647,ee594b0ade0f8a9607f240d01758a5f5
387,1a2e80e9b4bf85d91fc19ef20129a151
2125,8c1067d1bb7579188488523486249397
527,21fe8c4b6b668c72dce52e236727ac72
1034,442b1263a4e5ab4197d5766ebe1e6c1d
138,097e4299338c3321763766318d93a064
1384,598912c4a6af2177737ea14f2dae1b39
277,12f650d30cb0bba0aeec7a64e50e133c
3949,ffd5127dd98b0a9d4d10bb071e8b57c7
2761,b5e9ee2baccb8d82f283c69462684fb5
240,10c30528f297be515863ef58604f89b3
2596,abbafb728f271fc05588f45878a3af6d
1295,548917f35fd3791ac5c45a9802d489d5
2962,c4d6c0e630e19b32c143753774603cc4
239,1081ee5f2b35ec118e82410ae10a73fd
2640,ae8d7bb956e15df2e30790c7577730f0
196,0cec1a1b8dfb6eb023bd6039522e61ba
833,36432ca828a26138387ce26790e76298
1597,69e6af233f4c0f3b58219d293fceefc8
3078,cbc7845077e9d489aa131611c302cfb8
3571,e99884cae030794cfc44ed91f7bf3e6e
2897,bfa22fa4eb301bf365f64065df6a8655
3311,d9a2d8c9b81208e0d2b8334bbe6caf22
3502,e4ba99423ada01c98ab29775bb58211b
1856,7af2efc917ae4c8f18221ad65d73b13f
2198,91177039eb0c82da6cbca9c6127f4fab
979,408acabd2a1e8e3ac2901f857b4bf409
1391,5a4a8da6a37bf173b3f750f083309576
3849,fa214520d98af89edadf8964dc56d20a
1824,78b8dda80695e582807af3c184066536
447,1d76d5f482c236b3c4abf2c473971d4e
3080,cbda2db6f6dda35cfef8ecf72b2b41e8
1406,5b53f91df3e7e08f89dcca87e2d36956
3270,d6f0e911e36bd1b7c021b44f002fc9a4
959,3f1c654d4443ebeaea2c64437d8a488f
3090,ccb5f85621cdfb0370a2fc04d41f7c0d
836,3670290562c4b3b45bc16bf2f7b5fc80
3733,f42faccb7677e801760addac78a7e488
2639,ae8b230279dce4a2c6ace8077bfc032c
2084,88e29ce5d01590ca6d55d73fc3db4b4b
3921,fe70f3c076a0c7048abee7a2088db557
2413,9f071322c9d92a9b0127e1439acc99ec
1846,7a137705a0ecc498bb8d7b6b8acb7e61
1641,6d80fa52bb26a8b256a2df93e185eaa6
2459,a20c01ca8349a2942ba47764fd70a261
1496,625d1003e4913020f067caceb4f751b7
65,04b0b5fb41a040468087b40f2200fae5
3672,ef8db47254c275fafd25827dd7569ba8
257,11c3781d065d35c46bd5be27020066cd
3314,d9cca180ea5aad5bc800270d7bbf14fa
3540,e791ea1af71fc0317281dc43270515f4
1921,7f42af38f771d78318f049bd1354af08
366,185cf45d9f2592abfa20dcdfdaab5f70
1485,61508c709ec12951c7170c7d2aba407d
3357,dbbdb4442fe1e68eb73d88c0ba665b26
388,1a2f7f635f4444f0cfbef9a92fca23f0
1005,4237542e569fbe62f12bf4eff0be2f2c
853,379895abbcfdcd4d39b46f5b0e3ccd91
2980,c5f8977fe5212b5bd3bb008e53ff3f11
2836,bb37515e7b9f4d7f2aa787ffb0962963
3197,d225829e83d6d4dea6a788891b7ca31d
33,023bff395d63814c23980cc69aed7fe9
3852,fa5056b08883e0d12a1b62a6b521a8f4
1244,518439b0aff34c8432f458b6399accc6
1306,5563a6b1b5d3f5169e8917cdbfc73e28
3809,f8352bd2369b42397986c39db83bd294
1614,6b442ae052cf575d93ef8d1e5ffca1a4
2034,863a1962622813a4f978f210334f7aaf
1118,4904a85306e387e83a8187bbb199d70a
2186,904933174611200ff6a51db9f58c166f
2784,b763a0ead6d7589194552e7ce4d0201b
1240,510190eece45c350aefe34f910d9f3c7
1638,6d3c938d9956c42928cd3287b4635a3a
3211,d38a6836378aacd7923e941e5130897c
331,15df4f764ae3d414a64880b4a9edb1bb
1716,71d21787d9754d55a2f52aa766135ce6
1525,64d1ba9c33a95d85f40a6e5b3feb8e1d
3796,f783c0b89f37eade89302bf606800981
89,0639da996a0b3fa7f6d05c96259eadd0
1422,5ce2596993b879769531b078e379ea17
3387,dd54e6a5c054597c25f1fa89ff0bda78
1605,6a7f40e39cca573c52946c6bdaa62064
1929,7fe73066af8fbc097c542ae0fb23b31b
1626,6c2d5ee6e82ea8707957233bbe222bd2
1091,472698457cb5b1bc4db703b21c98c5d8
3333,daac40989fe3dd1a147e347145433bdf
615,26ecc4e3825e15198ad7292306d0f6d0
2185,9047f7da75a77b7c7ac1c6df66a07171
1164,4bc35d7b80da3e4302ba1bc8b64c874d
3425,e04d36a7486c34e2aedca64df2c992bc
1575,68466c129134c073dcd94b8ad72460b7
3137,cea9b698104364373e5831bf8314fbd8
3582,ea6e09c3d21d8ae482dd2497ef27cad5
738,2f69f7e3d75589c586d6e7b4a415cd68
2090,8968ec7aee8cc6a156f57ca307600c93
1770,74a23c9b77bb55a926dbb04a1757e5c4
3361,dbd4123b2002ae5fabb967ad69b359b0
126,08c6520d1b0fb0bbf5223f97fff337ca
3460,e279d85aae30dcac351312bfc55718a4
2865,bdc16fa243f28ebccd46250c3c3b1017
2010,846947b1d393065da6bbe3501851e3c3
771,3218e23297083f83cb12bd6c21278026
2218,92949a8dcefd1f381bf1e50a3ed99de1
2011,846948e085b585ff4e597c6a300e061c
3111,cd97c797c526ed7cb6290e500c4a2268
3446,e1a0971bd608c5f1ff3c0bb0382960ed
3542,e7d2427b8505498a5abf7ab6b48188c3
2131,8c5b95ffd8daec40816d9255ae80610c
998,41a6b34f6f90c016689ff9f7c2ec342f
1880,7ce940df860e4396e91206ad2347abaf
3376,dca04e41c7098ebe37f9427aa9ddfc9a
1124,497b5ec7187177f194a9ea95b891d284
3699,f1af3f32c280c227af7a9c7afce74840
634,287c604c599faef1296c8a436f9920d4
2338,99e7aea5827afc258feb9ed95683f277
3186,d1c9d1f6e0f63cac82de01f2ea78f3cb
259,11d58bd74b1d544b953190391a0507a6
1058,4558e569784bec6f892a68a80ee25b70
1987,8314c6a5a4497532a9de3e58b06c4d12
1231,50627fa0b9b06e96b1231c831900161f
2889,bf4d1c96303a29d507924a2041074720
2137,8cc99f30c71348bc947a153ed18afa38
1076,466196fa8ce0c8b0c6c6ec24e2e7a186
3085,cc3f37ea82b1d6eb2563d43c71848611
993,418104200ddc7b2a8949b9bc5eaa9b67
1745,737046484b9c9f00c2ab734ff4eb568a
3934,ff4a01118b195cff4b65c5983edcc1e3
2092,89af9fed30d6e8d9d7a973221dc4bc7a
2107,8b0efcc1bef02b6a130a64a65b45ef09
1730,7285c34ec7f5351399206a295c0498fb
1979,829529585bdad05a7abe6981687263ca
3912,fe2330b4afb306d2b8f65626b191fe22
2062,87af821cc2a331f3590d6b1b3622b0a9
2458,a202b7898f35da8b5823685bbf53e96c
3520,e5efda2cc7dc985846d8cf8974b18fcb
684,2b87ec814010c643939074c65ef1e5c6
936,3dc1ac01654136cd2e218e0420a75f41
699,2ce5686e792a3862996960f8ebb6afdf
3193,d206d5030329e708912ccdb20dcf4c74
1790,763e8f46e745c41cc1caf396a97370d2
343,171745639737e255ec1aa0c23440f685
3613,ec0f92883c6994974b7a26cebfe806b4
552,23538085f1c70835c94244a6ef2bfb5b
3822,f90058a7afd35e3542b283cfffc97cc3
3908,fde31ddb862745e1709197b99af909fb
1025,436b219b91c06b0521f24fc6b162a145
3581,ea3abd40e4c9f23fa0dd4f1fae6711eb
3254,d6183463a8254769fbf991ed7821b9ff
1080,467cdb21ffdc9ff8b899df17753cf659
403,1b2b84b76a24a5e7388f621ad35f8a10
3437,e0f7465a9f7eb384eb2584eb3ce1d6e6
1375,590095cccd54bf6560f5fbd14efa0638
2760,b5d3724cad35308a3970b2e585f496ba
1720,7216a54199656483e92870af2405f9e1
2369,9c291e596ed65a0a73e450f8e02e298b
2826,ba8c94948b254eeca2558797c262e1e4
58,03d76e65c2aa365ccbea9ccd85c07342
3439,e148f65f3563d0c2c69f9ca51658772a
3330,da5ba4d3776f937b85aa110c5976aa56
3213,d3931c6ce6956973e17bdd958f3ec752
2091,89ae30c4335e3646c30670b7d303ef8f
2394,9dc5c757aaf271b76f1af4f2d0aa25d9
933,3d62b0dfe048e61e73e9bf195df2916a
3535,e6f0b37f31326272d618d183336a31a5
2354,9b04e67dc7e6a43a2cd47e82294d85a5
2964,c4f171144cfe019b0e79d38579ecc7f5
641,28d0ca59ba293de37d0af7fbd2de7c22
2545,a850bc9ee81aec90a85730aa5b943439
2904,bff4439e001bf0b918e2ce8d323f17d9
1817,784bab72835603bdbf7f63afdacaa773
1404,5b1f9566e0c995916989d89317a8d14f
1769,748b80f31b3820d389316c2f07af2748
1793,7695c04ce1c5871447c61a74ae88b5c3
1292,542f35c983abe799565b377a5860043d
3947,ffc9643b02615ca5b487ed53d21ddd5a
3444,e18c40ce5787fb1808cd8f9994552f67
2697,b24951e6fc740fa2e10a8255bac3b717
2522,a6e2460f1f4dac72bdc63df0c1f79f0e
540,22c421901a9f16bba3206b5a95042d1f
1625,6bfdbadeb31467cbebfe9a78b5a6f981
3338,daed8ac846618f256303f04689b6c451
2707,b31ad10ce5d53e9e1cfdb3c3c8d5c20b
3876,fbbb1861750108a4fc602810ada37514
351,1742c67387d5b0e62325da14e5b39bf7
3514,e57681f8c8fe919a99f03ae6a14efbd4
2912,c09aab535a75215c7c7546a103b2c8e4
1796,76bd12ed04b9e0471390aba8a782306b
3451,e1f7cc4be3a1171f0c7a367a6c4015ab
3664,ef16dea5d7c7bb9f77d91e14615a60e7
2079,88b6128f90cff91c1a9aecf77ec1d19f
1864,7b833344cbd475d85868c1291b5a2b93
1105,4834ca621c087c19c70680f53381708b
1173,4cbc7d1c91cf763328ddfad4c8135ca4
3369,dc1ccf86acc476142508eedf62ca8415
2346,9a30b81a69778c38e9dae7d357111000
3497,e4375ff7d1407989de99baa203572125
1541,6601454106b1bfa7ff915a8538f4b079
2651,af49e9bf4ddc78a6ee68fb0b86b9f2c3
780,329712ab2ff993a3e79896964cb0eeea
1667,6ef6fec884966789df7cb60dbc5ad807
805,346350f5f2e9314e3821b88adad5cee2
952,3eccd239f8411d5a9a6b2d27fb1dc424
421,1bfd430d3614c622554f0bd91aa14c88
899,3b32422793dbc2c9496c5b2ca035db49
1877,7c75d2760e39a6a39ba5d8feb18fc975
898,3b1c8715043e343bd1e9c08ea261619a
2594,aba54aec09779216dbdbbf8c44f265be
3403,dee00072ae8452eac6e97e7ee3b55e1d
393,1ac3f192f6229bd067dec791c5922514
2463,a253fdaefe602dcd3d63dbbfece6b04b
1463,5f9c59e345614047ec7fb0a388be46d3
2576,aa4dddcbbcd3467c97389f263299d170
40,0296f0b7fa3632e67b2a20b36aaab976
1905,7e2a859a4efc0f1ea01ba0e56219c4fe
2212,920c5bcc101d1645ab7c345ae83821ad
1837,79a6b09276f823969dcad3cbe841dad4
2837,bb54fde2d04f5b54ed5ed61d7fcb7f6f
2524,a6eea78bb85eeaa7f87f61299fe97001
1278,533fb758bd63e2b53a974f7b4848877c
947,3e5a3f239c3cb472d36e348a9dbf6324
15,01271ab6b315b8106339f1f8f7bc2479
266,1246229bb042f34b62186033c9ea07c6
2371,9c41eed3a9d4a643e993c20aacd90b37
677,2b0b9ff30cbd99449187f925c6a235c6
3412,df3a038ba52c51c17adeee852f27953c
2155,8e9468c00af40a4ceb75353d87189d79
3072,cb5f0ace0a22e6f973c706f949f6f1aa
2725,b4095d0e75a5a7ad8dae652e812d6fd5
3826,f92437f469ff8fa5ab147c2136e6e3c2
2986,c6505fbaa57200000e27de61eb4e75db
1822,788e3a9661faf59d3451d78da0fddbc2
3850,fa2726a736b0cee71bd82a6366710100
1962,819eb622ae6ed06ec04a876de8f8049b
785,32cf4dacb309d3cc3ee31bafc534d296
3901,fd626ff47d062c7bb5bf7e5aeb39b1ca
1727,7263ef094d0668303846c12591efa257
367,186b5ff380a114f3189bb3a7061c8d30
1957,816f28e21d1938864908477c2bf5db6c
3866,fb225bbf51d9962152606ed33a03ac26
1601,6a243a765d31ecd579ac2b718518288b
800,33fc22a002411cf9c321fc198dc5c458
2979,c5da655b196fa46e9867efaf7235ce30
2919,c11f350cbb167145ca7e9f06877d3570
3755,f5a00f382685877bf1054051fe51a274
1829,7905d26d51241817ec8ad928555b1fcb
3363,dbe11f2fb0db834ca261482343be0515
2481,a3939f5f7038f3a6ac5b76e3692bab27
1493,621c35bbb1c89c610b97a95aada4212e
1885,7d4e20b926e0c4f6a5995a1ae6e3a551
1193,4db6c259aacb82d984e51b110c5019d7
598,25ef4936b5986a55d35416cc7498738e
3715,f2dd56c9ecb2910961da4c3c1b347513
1912,7e8037b935501fda1895478f7ca34b0d
2759,b5c34da5b4d75e73feee299e6ef9c2b8
3231,d4ef9b00cf42a4841c2a5fe9288df8e2
2174,8fd5950209d0bd0ce3f44755981d30d7
1505,6330bb12b039d907f4b3be4ccce953e5
3669,ef634f0e97f0989ae42f71e732b8f734
2822,ba22ca57ab27e61c4eb3ca12ed2cb687
3453,e22622abec61e9233f5f696fc7fe2ccb
3324,da380da6b0b1ec5a586c5ba87034e718
1033,43e688ceecaa76db50e15eba667b23ed
1172,4c975c0e5ff4ce035f90665a6e4ba6fa
2393,9daa639e19b1b107c3e00e7c00ce7a8e
944,3e16eceab55b85db5d988c3ca3b08b92
202,0dd03f0c9c7d82d1a4226d6908d79b11
626,279b5f67c3be4d3aa370c8e656bf12b6
1672,6f18acd57f86858e03714cd25aa8ddb4
1706,714822b8108b9310a749bc186444f35d
274,12b71b2db004becd7c35e28c1a4e8264
1674,6f32cbc3f7e5d3f23d47e654010a3eb5
735,2f301a7cd960f600fd512bd71be647e4
890,3a0fa1f53a3670e6dd2f2735a3701a28
238,107329d8c20a53940d408b20474b144c
1216,4f36314a4e5c0d253c07c08f13a04e81
3784,f743f6b04a9108f0d9843b7284295b1d
3171,d0ba0259f0e973e883deb0dfbe39d4c8
1530,6532844426eda60319f5eff87b3d2b8e
512,218d1050eb14b2c9466632157a129ef2
2881,befd0681b720812f3bcb28b14da8b732
1544,664175a90310183d63130cb674a7e47c
3721,f38bdf504f943758695f057610fb4700
1982,82beb2d3156582ed2fadde819b76a1f1
212,0e622f19d1feb80c5eecf3d6cca4f9a7
2349,9ab25757a49dad490bb8ce11c8f86b52
3124,ce1e26b2b13a633717936385d1e0259b
2447,a12c8fb492032dfc26cdae64cdfa535d
1116,48e111a3a0b19ad1b6d28baf4c4d6686
1162,4bb799320df50c28a4e4ee8899ade819
600,2600ff127004500640487409274fe7b9
3661,ef0159babfde624d76ddb1e4b90ebd21
3134,ce6e136ea1d1dc61218c24dd79bb0a3a
3872,fb897ca1185b948806f6cf57df1c7b18
927,3d1e2f1b561cc681c6814f258fcd8aa7
359,17e1545789a1ef4a903c6d8b003fba89
1588,693ceff5761f7475fb91167e6b3987cc
3793,f772f85051f07e0c70c4b343aed56968
311,14a31c9b2079ea6bb301fc3abd82ba6c
607,26573bbe4f5b70c1d4db32ec47290f8b
429,1ca789e51abe86b44393fe4edf283b98
3935,ff4c2abfbab98c0e1ec10ed93d88a343
3343,db1c56bbfc8e8ca881b0a07153456158
3178,d16df9706558bdd90479ed2e471abc72
2340,9a003feca838e00bf368dd1f61f20cbe
656,29a630dac674ca693c31d09d6fb45e75
1734,72a3fdb5c89c5d366f4cb67723d25f63
3763,f618254dbf17862227502d5b5680b18a
3348,db57037f43c97d12dfc924a1f734c809
3629,ed19b608189e3e5043b4618ee3fd8981
454,1e59ec0b16503df5816fb4e55d60e15d
479,1fb838c06f1a0a6c9fb67850d6606a22
